,CO_CNES,CO_UNIDADE,CO_UF,CO_IBGE,NU_CNPJ_MANTENEDORA,NO_RAZAO_SOCIAL,NO_FANTASIA,CO_NATUREZA_ORGANIZACAO,DS_NATUREZA_ORGANIZACAO,TP_GESTAO,CO_NIVEL_HIERARQUIA,DS_NIVEL_HIERARQUIA,CO_ESFERA_ADMINISTRATIVA,DS_ESFERA_ADMINISTRATIVA,CO_ATIVIDADE,TP_UNIDADE,CO_CEP,NO_LOGRADOURO,NU_ENDERECO,NO_BAIRRO,NU_TELEFONE,NU_LATITUDE,NU_LONGITUDE,CO_TURNO_ATENDIMENTO,DS_TURNO_ATENDIMENTO,NU_CNPJ,NO_EMAIL,CO_NATUREZA_JUR,ST_CENTRO_CIRURGICO,ST_CENTRO_OBSTETRICO,ST_CENTRO_NEONATAL,ST_ATEND_HOSPITALAR,ST_SERVICO_APOIO,ST_ATEND_AMBULATORIAL,CO_MOTIVO_DESAB,CO_AMBULATORIAL_SUS
540,7129,5300100007129,53,530010,,CUIDAR PROCEDIMENTOS DE ENFERMAGEM LTDA ME,CUIDAR PROCEDIMENTOS,,,E,,,,,4,77,72010010,C1,S/N,TAGUATINGA CENTRO,61 30538077,"-15,8318211116","-48,0523324013",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,22751540000140.0,cuidarprocedimentosenfermagem@gmail.com,2062,,,,,"1,0","0,0",6.0,NAO
541,7137,2927400007137,29,292740,,POLICLINICA NS APARECIDA DE MEDICINA LTDA,POLICLINICA NOSSA S APARECIDA,,,M,,,,,4,22,40300002,RUA DIRETA DE COSME DE FARIAS,216,COSME DE FARIAS,(71)2444594,,,3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,2917973000115.0,,2000,"0,0","0,0","0,0","0,0","1,0","0,0",4.0,NAO
542,7145,2927400007145,29,292740,,ONCO DOR ONCOLOGIA BA LTDA,CEHON,,,M,,,,,4,36,40110150,ARAUJO PINHO,439,CANELA,71 34963744,"-12,9936961501","-38,522400856",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,1837492000137.0,CEHON@ONCOLOGIADOR.COM.BR,2062,"0,0","0,0","0,0","0,0","1,0","0,0",,NAO
543,7153,2927400007153,29,292740,,CENTRO DE TRATAMENTO DE CALCULO DA BAHIA LTDA,CENTRO DE TRATAMENTO DE CALCULO DA BAHIA,,,M,,,,,4,36,40170130,AVENIDA ANITA GARIBALDI EDF ITAMARATY,1133,ONDINA,(71) 3247-1879,"-12,9979509413","-38,5066509247",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,2501398000175.0,ctcbclinicadecalculo@gmail.com,2240,"0,0","0,0","0,0","0,0","1,0","0,0",,NAO
544,7161,2927400007161,29,292740,,LABORATORIO DE ANALISE CLINICA DR MIGUEL LTDA,LABORATORIO DR MIGUEL,,,M,,,,,4,39,40325090,LARGO DA SOLEDADE,729,LIBERDADE,(71) 3242-0173,,,3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,3064729000110.0,lab2.miguel@bol.com.br,2062,,,,,"1,0","0,0",,NAO
545,7188,2927400007188,29,292740,,CLINICA DE OLHOS PITANGUEIRAS SC LTDA EPP,CLIOPI,,,M,,,,,4,36,40285600,RUA PITANGUEIRAS MATATU EM FRENTE AO JUIZADO,51,MATATU,(71) 3033-8182.,"-12,9773977","-38,4962923",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,3401381000109.0,CONTATO@CLIOPI.COM,2240,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
546,7196,2927400007196,29,292740,,MEDICINA LABORATORIAL DARK DE OLIVEIRA FILHO LTDA,MEDICINA LABORATORIAL,,,M,,,,,4,39,40010000,RUA 21 DE ABRIL ED BARAO DO RIO BRANCO,88,SAO PEDRO,(71) 3241-1885,,,3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,6643521000143.0,,2062,,,,,"1,0","0,0",4.0,NAO
547,7218,2927400007218,29,292740,,DERALDO RIOS PINHEIRO,DERALDO RIOS PINHEIRO LABOCLIN,,,M,,,,,4,22,40110160,RUA JOAO DAS BOTAS,14,CANELA,(71) 3245-9617,"-12,9904035","-38,5201689",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,,4000,,,,,"0,0","0,0",4.0,NAO
548,7234,5300100007234,53,530010,,PREMIUM OFTALMOLOGIA LTDA,PREMIUM OFTALMOLOGIA,,,E,,,,,4,36,71936250,AV DAS ARAUCARIAS LOTES 1835 1905 1955 E,2005,AGUAS CLARAS,35223376,"-15,8419053123","-48,0242657661",4.0,"ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE",34673922000181.0,premiumoftalmologiadf@gmail.com,2062,"0,0","0,0","0,0","0,0","1,0","0,0",,NAO
549,7242,2927400007242,29,292740,,CLINICA DE OLHOS LUIZ BARRETO LTDA,CLINICA DE OLHOS LUIZ BARRETO,,,M,,,,,4,22,40060000,AV SETE DE SETEMBRO,31,CENTRO,(71)3228084,"-12,9812815697","-38,5146278143",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,33931395000103.0,,2062,"0,0","0,0","0,0","0,0","1,0","0,0",10.0,NAO
550,7250,2927400007250,29,292740,,MARIA DAS GRACAS DIAS RIBEIRO,MARIA DAS GRACAS DIAS RIBEIRO,,,M,,,,,4,22,40020000,RUA DO CABECA,10,CENTRO,(71) 3322-2878,"-12,981471","-38,5160588",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,,4000,"0,0","0,0","0,0","0,0","0,0","0,0",,NAO
551,7269,2927400007269,29,292740,,ANIBAL DE SA OLIVEIRA,ANIBAL DE SA OLIVEIRA,,,M,,,,,4,22,40050390,AV SETE DE SETEMBRO EDF BARAO,88,CENTRO,(71) 3321-4119,,,3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,,4000,"0,0","0,0","0,0","0,0","0,0","0,0",10.0,NAO
552,7277,2927400007277,29,292740,,LUCIANO JOSE FERREIRA GUIMARAES,LUCIANO JOSE FERREIRA GUIMARAES,,,M,,,,,4,22,40110000,AV SETE SETEMBRO,S/N,CENTRO,(71) 3334-0937,"-12,9805811076","-38,5144722462",2.0,ATENDIMENTO SOMENTE A TARDE,,,4000,"0,0","0,0","0,0","0,0","0,0","0,0",,NAO
553,7285,2927400007285,29,292740,,JOSE CELSO MORAIS DOS SANTOS,JOSE CELSO MORAIS DOS SANTOS,,,M,,,,,4,22,40060230,RUA DO CABECA EDF MARQUES DE ABRANTES,10,CENTRO,(71)3222741,"-12,981471","-38,5160588",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,,4000,"0,0","0,0","0,0","0,0","0,0","0,0",8.0,NAO
554,7307,2927400007307,29,292740,,CLINICA FEMININA LTDA,CLIFEM,,,M,,,,,4,22,41940570,RUA ILHEUS CLINICA JOAO PAULO VI,02,RIO VERMELHO,(71) 3503-6700,"-13,011495","-38,4897069",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,1189402000149.0,,2062,"0,0","0,0","0,0","0,0","0,0","0,0",,NAO
555,7315,2927400007315,29,292740,,CLINICA CARDIOGERIATRICA DR ANTONIO GUIMARAES LTDA,CLINICA CARDIOGERIATRICA DR ANTONIO GUIMARAES LTDA,,,M,,,,,4,22,40020060,RUA PADRE VIEIRA,05,CENTRO,(71)3321-2180,,,3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,6275855000101.0,,2000,"0,0","0,0","0,0","0,0","0,0","0,0",4.0,SIM
556,7323,2927400007323,29,292740,,ANTONIA NOGUEIRA ALVES,DRA ANTONIA NOGUEIRA ALVES CLINICA OFTALMOLOGICA,,,M,,,,,4,22,40060230,RUA DO CABECA ED MARQUES ABRANTES,S/N,CENTRO,(71) 3243-3664,,,3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,13059191000109.0,,2135,"0,0","0,0","0,0","0,0","1,0","0,0",4.0,NAO
557,7331,2927400007331,29,292740,,MILCENT MILCENT E ROCHA LTDA,CLINICA SAO CRISTOVAO,,,M,,,,,4,4,41510010,RUA OSVALDO GORDILHO ALIOMAR BALEEIRO,80,SAO CRISTOVAO,(71) 3252-8679,,,3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,5152564000163.0,,2062,"0,0","0,0","0,0","0,0","1,0","0,0",4.0,NAO
558,7358,2927400007358,29,292740,,CAMERINA LOPES NEVES,CAMERINA LOPES NEVES,,,M,,,,,4,22,40060001,AVENIDA SETE DE SETEMBRO,73,CENTRO,(71) 3321-3783,,,2.0,ATENDIMENTO SOMENTE A TARDE,,,4000,"0,0","0,0","0,0","0,0","0,0","0,0",4.0,NAO
559,7366,2927400007366,29,292740,,CARLOS ALBERTO SIMOES DE OLIVEIRA,CARLOS ALBERTO SIMOES DE OLIVEIRA,,,M,,,,,4,22,40110000,RUA SETE DE SETEMBRO,88,CENTRO,(71) 3321-4119,,,3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,,4000,"0,0","0,0","0,0","0,0","0,0","0,0",4.0,NAO
560,7382,2927400007382,29,292740,,CLISUR CLIN SUBURBANA E DE URGENCIA LTDA,CLISUR,,,M,,,,,4,5,40725620,RUA FREDERICO COSTA,02,PERIPERI,(71)3397-4880,"-12,8669285814","-38,4768247604",6.0,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",13534359000190.0,,2062,"1,0","0,0","0,0","1,0","1,0","1,0",,NAO
561,7390,2927400007390,29,292740,,COE CLINICA DE OFTALMOLOGIA ESPECIALIZADA LTDA,COE,,,M,,,,,4,36,40130001,AV SETE DE SETEMBRO,400,CENTRO,(71)3214387,"-12,9810881587","-38,5146036744",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,73962896000163.0,,2062,"0,0","0,0","0,0","0,0","1,0","0,0",10.0,NAO
562,7404,2927400007404,29,292740,,MARCELO BARRETO BASTOS,MARCELO BARRETO BASTOS,,,M,,,,,4,22,41630210,AV SETE DE SETEMBRO,400,SAO PEDRO,(71) 3322-3147,,,3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,,4000,"0,0","0,0","0,0","0,0","1,0","0,0",4.0,NAO
563,7412,2927400007412,29,292740,,CLINICA OFTALMOLOGICA NEREIDE REIS LTDA,CENTRO DA VISAO INTEGRATIVA,,,M,,,,,4,36,41825000,ANTONIO CARLOS MAGALHAES,771,ITAIGARA,71 33215390,"-12,99000275","-38,4559295481",5.0,ATENDIMENTO COM TURNOS INTERMITENTES,6044790000193.0,clinicadeolhosnereidereis@gmail.com,2240,"0,0","0,0","0,0","0,0","1,0","0,0",,NAO
564,7420,2927400007420,29,292740,,GILBERTO BATISTA BORGES DA SILVA,GILBERTO BATISTA BORGES DA SILVA,,,M,,,,,4,22,40285000,AV D JOAO VI N 11SALA 01,11,BROTAS,(71) 3244-5826,"-12,9899597","-38,4829872",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,,4000,"0,0","0,0","0,0","0,0","0,0","0,0",4.0,NAO
565,7447,3205300007447,32,320530,,JL ORTOPEDIA LTDA,JL ORTOPEDIA LTDA,,,M,,,,,4,36,29043210,AVENIDA MARUIPE,53,MARUIPE,27- 32226487,"-20,305573","-40,323301",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,14191219000120.0,dr.joaopauloleite@oi.com.br,2240,"0,0","0,0","0,0","0,0","1,0","0,0",,NAO
566,7455,2611100007455,26,261110,,AMBULATORIO GOMES SA LTDA,AMBULATORIO GOMES SA LTDA,,,M,,,,,4,22,56302390,DO COLISEU,114,CENTRO,75 81165112,"-9,3979333829","-40,4967588055",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,22026600000161.0,,2062,"0,0","0,0","0,0","0,0","0,0","0,0",,NAO
567,7463,4101600007463,41,410160,,SARGI ASSISTENCIA MEDICA LTDA,FRANCO SARGI,,,M,,,,,4,22,84990000,RUA DAS HORTENCIAS,24,JARDIM ARAUCARIA,41991192007,"-24,1340062878","-49,8194360733",4.0,"ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE",12391725000137.0,,2062,"0,0","0,0","0,0","0,0","0,0","0,0",,NAO
568,7471,2927400007471,29,292740,,SEVICOS PEDIATRICOS DA BAHIA LTDA,PRONTO SOCORRO PEDIATRICO,,,M,,,,,4,7,40286000,RUA FREDERICO LISBOA,S/N,ROMA,(71) 3312-2344,,,4.0,"ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE",15107386000102.0,cpr.cpr@ig.com.br,2062,"1,0","0,0","0,0","1,0","1,0","1,0",10.0,NAO
569,7498,4309200007498,43,430920,,RAQUEL CRISTINA DANI,RAQUEL CRISTINA DANI,,,M,,,,,4,22,94010020,RUA DR LUIS BASTOS PRADO,1610,CENTRO,34849550,"-29,940722","-50,993448",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,raqueldanidentistas@terra.com.br,4000,"0,0","0,0","0,0","0,0","0,0","0,0",,NAO
570,7501,2927400007501,29,292740,,CLINICA SANTA ANGELA LTDA,IMAGEM MEDICA,,,M,,,,,4,4,40110100,AV REITOR MIGUEL CALMON CENTRO MEDICO DO VALE,1210,CANELA,3237-3389/3235-6351,,,3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,40605529000153.0,clinicastangela@hotmail.com,2062,"0,0","0,0","0,0","0,0","1,0","0,0",,NAO
571,7528,2927400007528,29,292740,,CLINICA GINEC DR LOURDES NORBERTO LTDA,CLINICA GINEC DR LOURDES NORBERTO,,,M,,,,,4,39,40060001,AV SETE DE SETEMBRO EDF SAO PEDRO,80,CENTRO,(71) 3322-3077,"-12,9813286156","-38,5146707296",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,3585620000128.0,cgdlin@hotmail.com,2062,"0,0","0,0","0,0","0,0","1,0","0,0",,NAO
572,7536,2927400007536,29,292740,,BIO EXAMES LAB DE ANALISES CLINICAS SC LTDA,BIO EXAMES LAB DE ANALISES CLINICAS,,,M,,,,,4,39,41205000,RUA DIRETA DE TANCREDO NEVES,32,TANCREDO NEVES,(71) 3371-0228,"-12,971","-38,511",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,134583000143.0,bioexames@bioexames.com.br,2062,"0,0","0,0","0,0","0,0","0,0","0,0",,NAO
573,7544,2927400007544,29,292740,,CL DE ORTOPEDIA TRAUMATOLOGIA E DIAG P IMAGEM DA BA,ORTO IMAGEM,,,M,,,,,4,4,40354185,AV SAN MARTIN,49,RETIRO,(71)3381-2854,,,6.0,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",1410351000133.0,,2062,"0,0","0,0","0,0","0,0","1,0","0,0",4.0,NAO
574,7552,2927400007552,29,292740,,US ULTRA SONOGRAFIA S C LTDA,US ULTRA SONOGRAFIASC LTDA,,,M,,,,,4,39,40445000,RUA BARAO DE COTEGIPE,277,ROMA,(71) 3314-3592,"-12,9375777","-38,5060023",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,40593717000109.0,uscontato@hotmail.com,2240,"0,0","0,0","0,0","0,0","1,0","0,0",10.0,NAO
575,7560,2927400007560,29,292740,,LABORATORIO MULTIANALISE LTDA,LABORATORIO MULTIANALISE,,,M,,,,,4,39,41150500,RUA CANDIDO LIMA,132,CABULA,(71) 3313-0486,,,3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,3210023000119.0,,2062,,,,,"1,0","0,0",,NAO
576,7579,2927400007579,29,292740,,UNIAO DOS MEDICOS DA BAHIA SOCIEDADE CIVIL LTDA,CLINICA IORT,,,M,,,,,4,36,40050000,AV JOANA ANGELICA,192,NAZARE,(71)3322-0599,"-12,9756509","-38,5030063",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,16297632000107.0,clinicaiort@ig.com.br,2240,"0,0","0,0","0,0","0,0","1,0","0,0",10.0,NAO
577,7587,2927400007587,29,292740,13937131000141.0,BAHIA SECRETARIA DE SAUDE DO ESTADO,UNIDADE DE EMERGENCIA MAE HILDA JITOLU,,,E,,,,,3,73,40365230,RUA DIRETA CURUZU,S/N,LIBERDADE,(71)3256-1443,"-13,014771","-38,488061",6.0,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",,sesab.uecuruzu@saude.ba.gov.br,1023,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
578,7609,2927400007609,29,292740,13937131000141.0,BAHIA SECRETARIA DE SAUDE DO ESTADO,CIMEB CENTRO DE INFUSOES E MEDS ESPECIALIZADOS DA BAHIA,,,E,,,,,4,36,40240550,AVENIDA LAURINDO REGIS,S/N,ENGENHO VELHO DE BRO,71 3117-1645,"-12,971","-38,511",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,13937131007405.0,cimeb@saude.ba.gov.br,1023,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
579,7633,4309200007633,43,430920,,BEATRIZ VALLE,BEATRIZ VALLE,,,M,,,,,4,22,94010180,RUA PREFEITO ARY TUBBS,665,CENTRO,34232003,"-29,942157","-50,993057",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,beatriz.valle@terra.com.br,4000,"0,0","0,0","0,0","0,0","0,0","0,0",,NAO
580,7641,1502400007641,15,150240,,ASSOCIACAO BENEFICENTE SAO JOSE ABSJ,ABSJ,,,D,,,,,4,5,68745000,PRESIDENTE GETULIO VARGAS,3506,IANETAMA,91 37211660,"-1,2967909719","-47,9223418236",6.0,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",26494265000187.0,,3999,"1,0","1,0","1,0","1,0","1,0","1,0",,SIM
581,7668,1502400007668,15,150240,5121991000184.0,PREFEITURA MUNICIPAL DE CASTANHAL,CAE CENTRO DE ATENDIMENTO ESPECIALIZADO,,,M,,,,,4,36,68745000,ALAMEDA LUIZ DE SOUZA SANTOS,23,CRISTO REDENTOR,(09)37211099,"-1,3059973","-47,9417107",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,,1244,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
582,7676,1502400007676,15,150240,5121991000184.0,PREFEITURA MUNICIPAL DE CASTANHAL,FUNASA CENTRO DE SAUDE DE CASTANHAL,,,M,,,,,4,2,68745000,RUA SENADOR ANTONIO LEMOS,358,CENTRO,(91)37211946,"-1,2953751279","-47,9243373871",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,,1244,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
583,7684,1502400007684,15,150240,,ASSOCIACAO BENEFICENTE ESPEDITO MAGALHAES ABEM,HOSPITAL MAGALHAES,,,M,,,,,4,5,68743010,TRAVESSA QUINTINO BOCAIUVA,2022,CENTRO,91 34126751,"-1,2942596139","-47,9256677628",6.0,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",34392155000132.0,,3999,"1,0","1,0","1,0","1,0","1,0","1,0",,SIM
584,7692,1502400007692,15,150240,5121991000184.0,PREFEITURA MUNICIPAL DE CASTANHAL,USF DR LUIS CHARLET,,,M,,,,,4,2,68745000,RUA 28 DE JANEIRO,513,SAUDADE,,"-1,2972747","-47,9388001",4.0,"ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE",,,1244,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
585,7706,1502400007706,15,150240,5121991000184.0,PREFEITURA MUNICIPAL DE CASTANHAL,USF SAO JOAO 1 E 2,,,M,,,,,4,2,68745000,RUA FRANCISO PEREIRA DA SILVA,S/N,JADERLANDIA,,"-1,2999706","-47,8956671",4.0,"ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE",,,1244,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
586,7714,1502400007714,15,150240,,CLINICA DE ACIDENTADOS SAO FRANCISCO LTDA,CLINICA DE ACIDENT SAO FRANCISCO,,,M,,,,,4,7,68741000,PRESIDENTE VARGAS,4016,IANETAMA,,"-1,2960458","-47,9125871511",6.0,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",63801575000123.0,,2062,"1,0","0,0","0,0","1,0","1,0","1,0",,NAO
587,7722,1502400007722,15,150240,5121991000184.0,PREFEITURA MUNICIPAL DE CASTANHAL,USF MARIA TEREZA GODOT DA SILVA,,,M,,,,,4,2,68745000,RUA AUGUSTO MONTENEGRO,S/N,APEU,( ),"-1,2979708414","-47,9867148399",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,,1244,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
588,7730,1502400007730,15,150240,5121991000184.0,PREFEITURA MUNICIPAL DE CASTANHAL,USF CASTELO BRANCO,,,M,,,,,4,2,68745000,AGROVILA DE CASTELO BRANCO,S/N,AGROVILA C BRANCO,,"-1,3641368","-47,7381024",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,,1244,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
589,7749,1502400007749,15,150240,5121991000184.0,PREFEITURA MUNICIPAL DE CASTANHAL,USF RAIMUNDO BRILHANTE CUNHA,,,M,,,,,4,2,68745000,AGROVILA SANTA TEREZINHA,S/N,AGROVILA STEREZINHA,,"-1,2002441","-48,0254564",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,,1244,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
590,7757,1502400007757,15,150240,5121991000184.0,PREFEITURA MUNICIPAL DE CASTANHAL,USF BACABAL,,,M,,,,,4,2,68745000,AGROVILA BACABAL,S/N,AGROVILA BACABAL,,"-1,296554998","-47,9219770432",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,,1244,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
591,7765,1502400007765,15,150240,5121991000184.0,PREFEITURA MUNICIPAL DE CASTANHAL,USF FRANCISCO CORREA,,,M,,,,,4,2,68745000,AGROVILA FRANCISCO CORREA,S/N,AGROVILA F CORREA,,"-1,2968124241","-47,9222989082",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,,1244,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
592,7773,1502400007773,15,150240,5121991000184.0,PREFEITURA MUNICIPAL DE CASTANHAL,USF JOAO MARINALDO A VIANA,,,M,,,,,4,2,68745000,TV DA FLORESTA,S/N,SAUDADE,,"-1,3102698","-47,939033",4.0,"ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE",,,1244,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
593,7781,1502400007781,15,150240,5121991000184.0,PREFEITURA MUNICIPAL DE CASTANHAL,USF JOSE OLIMPIO DE BRITO,,,M,,,,,4,2,68745000,RUA MARIA GORETH,1284,IANETAMA,,"-1,2889897","-47,9121632",4.0,"ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE",,,1244,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
594,7803,1502400007803,15,150240,5121991000184.0,PREFEITURA MUNICIPAL DE CASTANHAL,USF JOSE PEDRO ALVES,,,M,,,,,4,2,68745000,RUA PEDRO PORPINO,77,SAO JOSE,,,,3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,,1244,"0,0","0,0","0,0","0,0","1,0","0,0",4.0,SIM
595,7811,1502400007811,15,150240,5121991000184.0,PREFEITURA MUNICIPAL DE CASTANHAL,USF MACAPAZINHO,,,M,,,,,4,2,68745000,AGROVILA MACAPAZINHO,S/N,AGROVILA MACAPAZINHO,,"-1,3882184574","-47,9832601547",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,,1244,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
596,7846,1502400007846,15,150240,5121991000184.0,PREFEITURA MUNICIPAL DE CASTANHAL,USF SARAH MARTINS,,,M,,,,,4,2,68745000,AV BARAO DO RIO BRANCO,S/N,APEU,,"-1,2994952","-47,9877699",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,,1244,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
597,7854,1502400007854,15,150240,5121991000184.0,PREFEITURA MUNICIPAL DE CASTANHAL,POSTO DE SAUDE HILARIO DOS REIS E SILVA,,,M,,,,,4,1,68745000,AGROVILA DE CAMPINAS,S/N,AGROVILA DE CAMPINAS,,"-1,0561396","-47,8804161",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,,1244,"0,0","0,0","0,0","0,0","1,0","0,0",,NAO
598,7862,1502400007862,15,150240,5121991000184.0,PREFEITURA MUNICIPAL DE CASTANHAL,CAPS CENTRO DE ATENCAO PSICOSSOCIAL,,,M,,,,,4,70,68740008,RUA HERNANI LAMEIRA,536,CENTRO,,"-1,2945393","-47,9148102",6.0,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",,,1244,"0,0","0,0","0,0","0,0","1,0","1,0",,SIM
599,7870,1502400007870,15,150240,5121991000184.0,PREFEITURA MUNICIPAL DE CASTANHAL,USF JOSE ALVES DE SOUZA,,,M,,,,,4,2,68742860,RUA ONZE,S/N,FONTE BOA,,"-1,2761538946","-47,9490566254",4.0,"ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE",,,1244,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
600,7889,1502400007889,15,150240,5121991000184.0,PREFEITURA MUNICIPAL DE CASTANHAL,USF ZIULALIA LEAO LUNA,,,M,,,,,4,2,68745000,AL DAS ACACIAS,S/N,PROPIRA,,"-1,2698778","-47,9131526",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,,1244,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
601,7919,1502400007919,15,150240,5121991000184.0,PREFEITURA MUNICIPAL DE CASTANHAL,USF CALUCIA,,,M,,,,,4,2,68745000,AGROVILA CALUCIA,S/N,AGROVILA CALUCIA,,"-1,2295469","-47,8730763",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,,1244,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
602,7927,1502400007927,15,150240,5121991000184.0,PREFEITURA MUNICIPAL DE CASTANHAL,POSTO DE SAUDE ALTINO LAMEIRA,,,M,,,,,4,1,68745000,AV BARAO DO RIO BRANCO,348,BETANIA,,"-1,2975499","-47,980771",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,,1244,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
603,7935,1502400007935,15,150240,5121991000184.0,PREFEITURA MUNICIPAL DE CASTANHAL,POSTO DE SAUDE IRACEMA,,,M,,,,,4,1,68745000,AGROVILA IRACEMA,S/N,AGROVILA IRACEMA,,"-1,15847","-48,004116",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,,1244,"0,0","0,0","0,0","0,0","1,0","0,0",,NAO
604,7943,1502400007943,15,150240,5121991000184.0,PREFEITURA MUNICIPAL DE CASTANHAL,POSTO DE SAUDE ITAQUI,,,M,,,,,4,1,68745000,AGROVILA ITAQUI,S/N,AGROVILA ITAQUI,,"-1,3323082","-48,0116143",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,,1244,"0,0","0,0","0,0","0,0","1,0","0,0",,NAO
